Nombre,Marca,Clase,Precio,Peso,Volumen,Año de Fabricación,Capacidad de Baterí­a,Resolución,Tipo de Pantalla,Conectividad,Memoria RAM,Almacenamiento,Resistencia al Agua,Número de bodega,Número de estante
parlante,LG,Informática,9857633,3.801.027.073.466.760,48.416.981.521.357.200,2002,,,,NFC,,,,2,1
celular,Xiaomi,Videojuegos,6535003,39.742.488.033.909,4.678.332.408.816.850,2005,8533.0,,,NFC,16GB,1TB,IP68,2,1
cpu,AMD,Comunicaciones,3839318,4.386.223.831.715.510,656.853.835.673.724,2019,,,,,,,,3,10
celular,Huawei,Informática,1729619,4.025.669.194.659.320,414.946.496.211.209,2015,,,,5G,,512GB,IP67,1,6
camara,Panasonic,Comunicaciones,7185059,14.019.354.803.674.800,19.614.923.258.767.600,2010,,8K,,,,,,2,5
monitor,HP,Videojuegos,8909929,2.258.014.774.395.350,11.277.563.471.140.000,2013,,1080p,LCD,,,,,1,10
celular,Apple,Videojuegos,213430,33.309.528.400.896.500,32.462.206.941.431.800,2020,7209.0,,,NFC,16GB,512GB,,3,2
laptop,Lenovo,Audio,8850452,67.726.898.773.983.400,72.322.484.584.583.100,2021,4708.0,,,,16GB,1TB,,1,4
secadora,Samsung,Wearables,2634303,38.124.036.891.318.400,11.730.661.411.072.200,2006,,,,,,,,2,7
audifonos,Sennheiser,Electrodomésticos,1736181,44.288.814.339.963.700,46.734.247.549.104.300,2017,,,,5G,,,,3,3
parlante,JBL,Electrodomésticos,2253778,4.117.992.721.817.660,4.226.999.023.373.230,2021,,,,NFC,,,,3,3
cpu,Intel,Wearables,4239624,9.491.814.134.803.210,5.663.454.744.758.620,2007,,,,,,,,2,1
camara,Panasonic,Comunicaciones,9518618,1.956.695.403.456.700,3.234.559.762.164.080,2018,,1080p,,,,,,3,10
celular,Apple,Videojuegos,5296775,4.134.137.679.465.090,2.818.809.710.906.420,2002,7543.0,,,WiFi,4GB,256GB,None,1,1
teclado,Corsair,Informática,6007105,20.017.424.267.622.800,2.683.392.124.698.140,2007,,,,,,,,2,2
audifonos,Sennheiser,Comunicaciones,4780706,25.614.540.949.640.800,4.105.174.328.851.700,2008,,,,NFC,,,,2,8
televisores,LG,Wearables,9896282,6.779.740.263.977.830,7.261.698.275.041.080,2015,,1080p,OLED,,,,,1,7
lavadora,Whirlpool,Wearables,4947292,8.131.574.819.584.980,1.290.752.474.453.130,2016,,,,,,,,3,7
monitor,Samsung,Videojuegos,672355,21.765.565.212.279.700,6.711.978.749.050.600,2021,,1080p,LCD,,,,,2,8
laptop,HP,Audio,6776481,3.426.285.882.160.260,4.405.697.596.817.470,2022,,,LED,,32GB,64GB,,1,8
audifonos,Bose,Comunicaciones,959401,29.811.446.088.813.600,37.428.938.100.413.400,2012,,,,NFC,,,,1,3
smart watch,Samsung,Informática,947059,11.147.775.871.666.300,15.940.613.458.858.600,2018,3743.0,,LCD,NFC,,,,1,3
televisores,LG,Informática,5768552,45.561.888.961.676.900,16.970.045.167.296.400,2013,,1080p,,,,,,3,1
mouse,Razer,Audioportátil,968898,3.697.092.274.847.950,37.905.576.855.890.000,2006,,,,,,,,3,5
audifonos,Sennheiser,Informática,5835862,10.209.298.523.547.600,4.223.181.452.759.490,2006,,,,4G,,,,1,2
celular,Huawei,Informática,4305181,4.989.486.825.118.020,4.419.534.016.521.540,2019,,,,Bluetooth,4GB,1TB,IP68,1,5
audifonos,Beats,Wearables,9152799,6.562.001.150.886.140,22.830.878.302.101.600,2014,,,,4G,,,,3,1
lavadora,LG,Videojuegos,6111088,27.328.028.746.488.900,12.865.971.147.593.900,2018,,,,,,,,3,6
cargador,Belkin,Fotografía,3139008,1.444.028.626.915.480,15.517.214.119.948.900,2002,,,,,,,,3,4
camara,Canon,Informática,9114647,3.569.688.797.305.280,28.987.319.790.960.000,2018,,,,,,,,1,8
parlante,Sony,Wearables,8417233,23.602.061.309.497.200,20.259.165.131.317.600,2015,,,,WiFi,,,,2,5
celular,Huawei,Audio,7140814,3.820.206.763.900.980,23.184.595.581.146.900,2008,,,,WiFi,16GB,,None,1,6
cpu,AMD,Wearables,1950477,4.520.555.251.998.060,11.586.731.822.377.700,2010,,,,,,,,3,9
tablet,Apple,Fotografía,202544,4.363.257.016.775.130,5.227.583.728.463.820,2012,,,OLED,5G,,,,1,4
televisores,TCL,Informática,7054565,30.899.476.330.550.400,906.904.572.992.766,2016,,,LCD,,,,,1,4
teclado,Logitech,Audioportátil,5750673,10.364.961.801.534.700,10.768.094.518.984.600,2018,,,,,,,,2,10
mouse,HP,Fotografía,4327600,28.877.673.100.908.400,23.922.616.653.012.800,2014,,,,,,,,3,8
monitor,LG,Electrodomésticos,1664816,14.142.319.476.699.500,1.936.128.657.170.220,2010,,4K,OLED,,,,,2,8
secadora,Whirlpool,Informática,5747279,4.000.069.097.497.990,10.896.529.988.333.100,2003,,,,,,,,2,9
cpu,AMD,Fotografía,7960221,1.641.217.457.534.100,19.839.126.599.148.200,2010,,,,,,,,2,7
monitor,HP,Comunicaciones,7393505,2.812.736.009.538.550,11.968.579.084.933.900,2008,,,LED,,,,,1,10
teclado,Microsoft,Audio,878391,22.066.511.954.192.900,9.556.090.010.467.770,2009,,,,,,,,3,1
teclado,Corsair,Audio,5887965,9.583.696.052.308.380,9.217.170.158.939.270,2011,,,,,,,,3,3
tablet,Samsung,Comunicaciones,364862,28.937.787.503.999.600,5.036.602.993.668.670,2009,5535.0,,,4G,,,,1,5
nevera,Whirlpool,Videojuegos,3862219,25.236.323.694.271.600,2.085.456.664.696.930,2016,,,,,,,,2,5
camara,Canon,Electrodomésticos,7188526,9.368.888.348.907.780,2.871.425.271.444.500,2017,,4K,,,,,,2,4
cargador,Anker,Monitores,3644641,2.285.432.820.407.450,8.413.489.822.797.890,2007,,,,,,,,2,10
tablet,Amazon,Wearables,1485701,3.965.232.701.634.240,27.098.030.368.191.100,2006,,,LCD,NFC,4GB,,,2,10
smart watch,Samsung,Wearables,8795254,20.746.216.717.554.200,6.418.328.674.029.920,2007,5910.0,,LCD,WiFi,,,None,1,8
camara,Panasonic,Videojuegos,9172695,3.860.448.284.786.180,31.714.426.831.637.900,2000,,,,,,,,3,3
televisores,LG,Comunicaciones,1126142,1.856.424.644.666.090,5.360.594.755.402.200,2001,,8K,,,,,,2,2
audifonos,Sony,Wearables,5710585,4.301.334.422.461.760,4.817.363.122.654.550,2004,,,,4G,,,,3,9
lavadora,LG,Audioportátil,4793318,2.885.060.929.065.840,14.062.509.213.262.300,2022,,,,,,,,1,1
nevera,Whirlpool,Comunicaciones,8419332,18.608.511.586.403.600,2.178.178.695.785.090,2020,,,,,,,,1,8
celular,Xiaomi,Videojuegos,6825387,3.879.246.263.598.510,16.435.903.900.951.900,2009,,,,NFC,,256GB,None,2,6
cpu,IBM,Videojuegos,3506808,30.710.242.609.908.000,15.191.314.787.365.700,2001,,,,,,,,3,10
lavadora,LG,Videojuegos,750686,26.947.863.799.862.300,12.741.928.038.970.900,2012,,,,,,,,1,4
tablet,Samsung,Wearables,5942890,9.121.705.179.481.100,5.649.855.552.562.600,2003,1311.0,,LCD,Bluetooth,4GB,128GB,,1,8
teclado,Logitech,Informática,7054751,3.704.083.730.540.830,9.766.544.722.960.120,2010,,,,,,,,1,7
smart watch,Apple,Monitores,3498261,11.858.160.848.601.800,1.811.464.058.216.650,2020,,,LED,WiFi,,,,2,6
smart watch,Apple,Monitores,8835439,3.338.395.608.916.230,78.889.769.944.938,2009,8824.0,,,4G,,,IP68,2,1
tablet,Apple,Audio,8003285,24.024.684.888.548.400,2.892.878.999.214.980,2022,7597.0,,OLED,WiFi,,64GB,,3,8
tablet,Amazon,Informática,4387343,4.600.143.539.101.810,3.792.241.932.056.750,2006,,,,WiFi,,1TB,,2,9
monitor,Dell,Monitores,7907353,27.313.495.529.427.100,6.987.428.558.297.120,2008,,,LED,,,,,1,9
laptop,Apple,Informática,2663331,27.048.940.504.690.800,5.459.666.738.443.390,2018,,,LED,4G,,512GB,,3,3
parlante,JBL,Videojuegos,2341225,4.948.677.548.254.870,2.717.986.463.042.140,2008,,,,4G,,,,2,5
tablet,Huawei,Audioportátil,1133399,20.797.167.628.528.300,4.153.696.910.531.370,2017,6191.0,,,5G,8GB,,,3,2
laptop,Lenovo,Comunicaciones,6829621,9.445.949.639.478.420,4.237.045.862.195.090,2014,2266.0,,LCD,WiFi,,,,3,8
laptop,Dell,Wearables,1046940,25.315.776.642.701.300,6.121.681.224.305.640,2010,,,LED,NFC,4GB,256GB,,1,5
lavadora,Whirlpool,Audio,8349761,899.657.968.069.786,14.668.923.239.360.100,2011,,,,,,,,3,9
laptop,Apple,Audio,7512445,35.518.890.680.048.700,5.174.614.901.931.670,2023,,,,NFC,16GB,256GB,,2,6
cpu,Intel,Fotografía,8301469,39.521.156.040.757.300,8.200.380.201.305.690,2016,,,,,,,,3,9
nevera,GE,Informática,4073205,15.592.478.492.311.300,22.465.277.402.817.900,2018,,,,,,,,1,10
teclado,Razer,Informática,2471815,15.930.375.175.375.700,1.455.297.773.386.190,2009,,,,,,,,1,2
mouse,Logitech,Audio,5927348,360.579.645.098.994,1.654.373.867.461.150,2022,,,,,,,,3,8
audifonos,Sony,Informática,1660911,39.112.825.218.574.300,41.169.047.992.940.600,2015,,,,4G,,,,1,3
mouse,Microsoft,Electrodomésticos,9502531,10.391.823.585.590.500,17.575.126.936.036.300,2012,,,,,,,,1,6
monitor,LG,Audioportátil,7026920,49.138.511.364.578.600,13.442.830.464.591.500,2004,,8K,OLED,,,,,1,1
secadora,Samsung,Audioportátil,4477894,2.914.588.883.469.700,11.847.411.199.118.500,2009,,,,,,,,2,6
televisores,TCL,Comunicaciones,6174956,8.959.833.958.488.140,11.778.286.684.469.700,2011,,,LED,,,,,1,5
audifonos,Bose,Comunicaciones,3025717,4.486.312.683.183.130,674.873.041.532.287,2020,,,,,,,,3,3
smart watch,Samsung,Wearables,2108535,13.431.542.174.246.600,10.235.547.665.563.400,2018,,,LED,5G,,,IP68,1,9
monitor,Dell,Fotografía,5087679,9.921.428.837.282.360,12.720.600.498.104.300,2002,,1080p,OLED,,,,,3,1
secadora,Whirlpool,Fotografía,4642022,4.438.174.324.262.770,13.904.942.733.858.600,2020,,,,,,,,3,9
televisores,Samsung,Monitores,630836,18.974.323.382.007.800,9.813.893.577.120.390,2022,,4K,OLED,,,,,2,3
nevera,Samsung,Fotografía,3051909,38.888.354.613.070.400,27.379.155.364.456.400,2006,,,,,,,,2,1
audifonos,Sennheiser,Audioportátil,9197269,3.836.214.073.374.260,20.504.328.197.118.400,2021,,,,NFC,,,,3,3
monitor,HP,Wearables,2527245,38.784.914.665.765.500,8.580.235.232.604.860,2007,,4K,OLED,,,,,2,10
audifonos,Sony,Comunicaciones,4663637,421.114.338.032.862,36.271.963.420.630.200,2005,,,,,,,,3,6
parlante,LG,Monitores,4140164,4.412.954.929.587.400,38.315.626.579.782.300,2009,,,,4G,,,,3,6
tablet,Amazon,Audioportátil,4955946,4.625.769.125.644.000,42.741.058.722.132.800,2004,3126.0,,,Bluetooth,4GB,128GB,,3,5
televisores,Sony,Audioportátil,506709,12.855.970.814.287.600,13.518.355.644.097.200,2020,,4K,OLED,,,,,2,10
smart watch,Garmin,Wearables,1162570,27.543.283.463.115.900,17.802.478.680.988.100,2002,,,LED,NFC,,,IP68,3,7
camara,Canon,Fotografía,454703,4.132.461.752.531.130,1.232.132.289.574.740,2008,,4K,,,,,,3,10
parlante,Sony,Videojuegos,483895,38.404.256.309.235.200,3.945.865.594.545.560,2022,,,,5G,,,,2,9
lavadora,Samsung,Audioportátil,483706,26.625.893.000.450.200,10.653.636.807.952.300,2021,,,,,,,,1,3
teclado,Microsoft,Monitores,1599753,4.543.031.881.133.540,6.064.423.689.595.410,2013,,,,,,,,2,9
lavadora,Bosch,Electrodomésticos,8831582,31.014.301.203.643.400,11.845.693.506.020.700,2003,,,,,,,,3,5
audifonos,Bose,Audioportátil,9981602,12.877.606.715.932.600,38.132.494.792.140.300,2022,,,,WiFi,,,,2,2
mouse,Microsoft,Informática,9993398,33.803.298.284.363.800,29.273.865.371.585.100,2014,,,,,,,,2,8
secadora,Samsung,Audio,1570325,4.802.418.722.724.300,12.467.744.983.207.000,2019,,,,,,,,3,2
televisores,Sony,Fotografía,1642075,1.786.420.089.009.510,8.536.355.334.294.210,2001,,4K,,,,,,3,5
smart watch,Fitbit,Informática,7452989,4.424.977.453.017.490,6.257.202.850.764.100,2020,8406.0,,LCD,NFC,,,None,2,9
laptop,Lenovo,Informática,6261714,12.061.954.262.215.800,6.783.287.000.136.980,2004,2889.0,,OLED,NFC,16GB,1TB,,2,5
secadora,Bosch,Monitores,8686357,4.341.250.769.532.740,11.572.467.305.071.700,2020,,,,,,,,2,1
camara,Panasonic,Videojuegos,8651605,8.712.491.986.981.290,1.055.721.856.230.840,2021,,,,,,,,1,9
mouse,Microsoft,Videojuegos,785911,46.502.611.536.486.900,2.027.030.507.354.280,2021,,,,,,,,2,3
camara,Sony,Audioportátil,6255602,3.727.756.018.680.100,4.081.330.115.193.120,2010,,8K,,,,,,2,8
secadora,LG,Wearables,5382295,10.551.662.137.126.700,12.910.755.120.437.100,2018,,,,,,,,3,9
lavadora,LG,Audio,8027977,4.062.835.475.924.460,10.631.779.071.988.800,2009,,,,,,,,1,6
parlante,Bose,Electrodomésticos,2910556,333.412.486.914.249,28.604.151.022.963.500,2021,,,,4G,,,,1,3
lavadora,Samsung,Electrodomésticos,4567075,330.794.952.512.454,14.195.692.645.384.700,2001,,,,,,,,1,1
secadora,LG,Audio,3977497,3.086.057.753.801.090,13.474.252.819.605.000,2011,,,,,,,,3,10
nevera,Samsung,Videojuegos,5982355,4.597.474.700.428.410,2.907.559.831.242.920,2020,,,,,,,,1,1
lavadora,LG,Videojuegos,4883817,4.060.076.731.853.840,13.317.479.898.755.400,2004,,,,,,,,3,3
audifonos,Sony,Wearables,2905537,4.687.770.196.211.120,3.025.548.380.548.780,2019,,,,,,,,3,2
teclado,Logitech,Comunicaciones,6742204,3.829.815.080.920.730,11.188.369.614.465.200,2010,,,,,,,,2,7
smart watch,Samsung,Audioportátil,7720301,24.910.039.364.063.000,11.354.217.113.002.900,2020,,,LED,WiFi,,,None,1,9
smart watch,Apple,Electrodomésticos,6847360,3.626.591.554.616.870,6.207.116.857.307.530,2014,,,,5G,,,IP67,2,6
tablet,Samsung,Audio,95035,6.741.705.675.996.070,5.565.990.002.550.630,2019,6195.0,,LCD,WiFi,16GB,128GB,,3,5
parlante,Bose,Monitores,7634111,4.476.454.731.707.800,33.733.361.205.192.100,2016,,,,,,,,1,6
lavadora,LG,Monitores,3175353,13.932.756.759.389.800,13.181.415.634.390.300,2012,,,,,,,,1,4
cargador,Apple,Audioportátil,159658,34.146.368.000.711.100,5.819.523.514.560.560,2009,,,,,,,,2,6
celular,Apple,Videojuegos,9615513,4.753.476.480.392.030,21.809.602.144.482.900,2021,9421.0,,,NFC,16GB,1TB,IP68,1,5
cpu,IBM,Electrodomésticos,3563176,19.452.391.917.229.500,5.827.737.812.158.840,2017,,,,,,,,1,1
cargador,Samsung,Wearables,7311846,4.095.693.290.896.740,5.458.402.806.024.480,2015,,,,,,,,3,8
televisores,LG,Monitores,5572191,13.642.340.634.622.300,16.811.434.019.915.100,2007,,8K,,,,,,3,10
televisores,TCL,Monitores,4057049,32.288.116.045.016.900,12.740.572.937.132.300,2010,,,LED,,,,,1,1
celular,Huawei,Audioportátil,6191092,3.871.173.838.128.180,430.247.444.374.676,2022,3055.0,,,,32GB,64GB,IP67,1,5
televisores,TCL,Comunicaciones,2484749,9.402.623.653.332.960,1.547.455.369.542.650,2003,,4K,,,,,,1,5
audifonos,Sony,Audioportátil,8479046,48.895.619.781.951.000,3.792.641.178.414.820,2006,,,,5G,,,,2,4
mouse,Logitech,Audioportátil,6462666,4.319.728.883.162.920,17.893.345.869.217.400,2019,,,,,,,,3,4
cpu,Intel,Informática,6775871,17.215.307.045.991.600,5.858.372.556.118.100,2013,,,,,,,,2,3
monitor,Dell,Audioportátil,6810880,346.766.861.326.244,1.700.546.489.606.020,2000,,4K,LED,,,,,2,2
smart watch,Garmin,Monitores,2987653,29.188.818.703.501.000,11.468.049.792.392.700,2009,2874.0,,LCD,WiFi,,,,3,8
camara,Canon,Comunicaciones,6671561,2.309.593.083.511.470,44.635.280.487.222.300,2006,,8K,,,,,,2,8
laptop,Lenovo,Audio,3258181,2.710.225.044.294.740,4.456.672.196.619.190,2013,9380.0,,,NFC,16GB,,,3,6
audifonos,Sony,Monitores,8089138,3.791.362.074.449.510,22.430.897.937.316.300,2013,,,,Bluetooth,,,,2,1
lavadora,Samsung,Comunicaciones,7772652,11.647.687.133.845.100,11.209.669.241.066.800,2019,,,,,,,,2,3
cargador,Anker,Informática,8193293,19.266.163.659.874.600,18.205.951.117.128.200,2000,,,,,,,,1,4
monitor,LG,Comunicaciones,2216546,2.417.704.777.228.870,16.426.637.000.331.400,2014,,8K,OLED,,,,,1,2
laptop,Dell,Monitores,3504740,14.175.653.925.871.300,50.846.622.221.052.500,2008,,,LED,5G,8GB,128GB,,2,10
tablet,Samsung,Audio,9827531,40.943.643.105.910.300,26.057.250.734.124,2021,9005.0,,LCD,4G,32GB,,,1,1
audifonos,Sony,Informática,6025070,2.919.076.231.672.500,22.433.292.819.568.300,2011,,,,WiFi,,,,1,7
parlante,JBL,Electrodomésticos,3771245,39.965.784.264.411.400,19.114.060.157.593.400,2020,,,,Bluetooth,,,,1,5
secadora,Samsung,Fotografía,4682908,832.272.987.832.017,14.322.021.087.699.800,2013,,,,,,,,3,1
smart watch,Fitbit,Monitores,7285452,18.665.671.868.062.100,13.575.499.513.675.700,2004,6962.0,,LED,NFC,,,IP68,3,9
cpu,Qualcomm,Audioportátil,7355380,2.159.545.453.559.230,1.015.515.186.270.150,2023,,,,,,,,3,3
celular,Xiaomi,Wearables,1027404,15.542.164.479.638.500,3.926.163.558.627.100,2022,8046.0,,,NFC,8GB,512GB,,3,1
audifonos,Sennheiser,Electrodomésticos,2199698,247.786.050.202.745,13.766.546.994.962.000,2017,,,,5G,,,,2,9
nevera,GE,Wearables,5620909,9.773.037.979.913.660,2.729.286.209.544.240,2023,,,,,,,,1,8
tablet,Apple,Wearables,9915138,38.893.797.512.515,6.018.279.748.837.260,2001,,,OLED,NFC,32GB,64GB,,3,1
parlante,Bose,Monitores,2112899,26.283.157.365.889.300,3.718.673.253.831.320,2007,,,,4G,,,,2,3
cpu,AMD,Wearables,1172252,4.020.446.886.631.160,13.498.951.275.571.300,2013,,,,,,,,1,8
laptop,Dell,Comunicaciones,4739594,4.643.773.325.272.360,5.432.034.571.981.880,2015,1064.0,,LED,Bluetooth,4GB,,,1,9
celular,Apple,Informática,1204991,16.209.527.948.120.800,29.032.906.859.607.100,2018,6285.0,,,NFC,4GB,64GB,IP67,1,4
parlante,LG,Audioportátil,2798434,32.052.190.114.184.600,10.535.708.123.858.800,2000,,,,Bluetooth,,,,2,3
cpu,AMD,Fotografía,3337908,37.988.238.588.589.800,8.031.067.775.764.240,2000,,,,,,,,1,9
nevera,Samsung,Informática,1110911,7.455.294.878.936.110,1.706.961.281.972.430,2015,,,,,,,,1,9
tablet,Amazon,Audio,5273723,3.486.124.031.968.220,6.743.058.334.093.440,2022,6726.0,,LED,Bluetooth,16GB,1TB,,2,3
camara,Panasonic,Fotografía,9446456,5.393.923.162.257.160,2.990.542.243.147.840,2014,,8K,,,,,,3,10
cargador,Apple,Comunicaciones,7093288,7.149.754.639.291.780,11.532.841.640.647.800,2012,,,,,,,,3,2
televisores,LG,Audioportátil,8368089,21.124.727.851.274.000,1.987.343.423.876.570,2022,,8K,LED,,,,,2,9
celular,Samsung,Wearables,3887714,3.174.120.103.694,4.533.158.318.235.520,2013,1237.0,,,5G,4GB,512GB,,2,2
monitor,HP,Electrodomésticos,5713334,14.721.417.106.801.200,13.955.632.780.518.400,2021,,,LED,,,,,2,8
nevera,Samsung,Wearables,5566077,9.851.446.350.463.980,2.431.782.724.463.420,2006,,,,,,,,3,10
camara,Panasonic,Audioportátil,4722458,343.317.536.250.862,4.860.602.888.867.270,2008,,8K,,,,,,1,1
teclado,Razer,Monitores,6723685,3.666.984.862.028.760,29.948.694.099.521.600,2000,,,,,,,,2,3
parlante,Sony,Videojuegos,2404077,1.906.265.061.385.530,3.059.644.333.789.040,2001,,,,4G,,,,3,5
mouse,HP,Informática,487526,25.883.781.314.553.200,3.840.349.235.716.180,2013,,,,,,,,3,4
nevera,GE,Fotografía,8513128,2.655.681.252.565.760,29.090.988.610.155.700,2022,,,,,,,,1,3
lavadora,Samsung,Wearables,774257,2.184.412.838.364.740,14.093.997.484.644.900,2002,,,,,,,,2,1
audifonos,Beats,Electrodomésticos,4825926,18.806.060.408.553.000,35.652.592.348.149.500,2011,,,,5G,,,,2,10
tablet,Huawei,Monitores,6167944,4.882.049.225.946.430,44.969.904.387.387.600,2011,6448.0,,,Bluetooth,4GB,512GB,,3,9
mouse,Microsoft,Wearables,9469482,4.531.975.707.576.070,3.045.469.043.473.770,2005,,,,,,,,2,1
tablet,Huawei,Informática,9955724,48.772.673.350.799.000,5.183.989.345.775.750,2001,6961.0,,,4G,8GB,64GB,,1,2
cargador,Belkin,Videojuegos,2492012,32.066.606.740.614.900,19.015.230.240.687.900,2005,,,,,,,,2,4
camara,Panasonic,Informática,3574123,158.705.911.228.497,15.525.629.226.719.200,2001,,8K,,,,,,1,4
tablet,Huawei,Audio,1352078,3.054.870.900.521.430,31.932.288.180.094.200,2004,2526.0,,LED,5G,,64GB,,1,6
teclado,Logitech,Informática,1043828,2.880.112.346.569.290,9.620.821.270.315.910,2010,,,,,,,,1,8
camara,Panasonic,Informática,5137798,25.095.637.971.777.800,272.236.350.009.873,2001,,4K,,,,,,3,2
monitor,Samsung,Informática,1378731,16.102.921.653.591.600,7.126.952.833.921.910,2017,,,LED,,,,,1,10
cargador,Anker,Comunicaciones,5746767,32.188.760.032.198.900,16.405.145.829.174.100,2021,,,,,,,,3,3
lavadora,Samsung,Comunicaciones,5863272,3.002.532.676.650.960,1.492.190.074.582.080,2023,,,,,,,,3,7
audifonos,Sony,Videojuegos,9506633,4.325.437.035.247.760,17.604.171.770.028.400,2020,,,,4G,,,,1,5
camara,Canon,Videojuegos,3088111,20.574.078.285.343.800,2.610.953.574.240.560,2007,,8K,,,,,,2,10
nevera,Samsung,Monitores,4715816,2.607.484.318.993.500,19.391.143.350.076.500,2007,,,,,,,,1,10
camara,Canon,Audio,145766,47.288.843.008.625.000,40.666.283.991.497.700,2019,,,,,,,,1,5
secadora,Bosch,Electrodomésticos,2002819,31.204.558.103.590.600,12.667.004.448.459.600,2005,,,,,,,,2,7
cargador,Samsung,Audioportátil,1445803,27.959.687.675.404.600,18.809.267.904.104.500,2014,,,,,,,,2,1
parlante,Bose,Monitores,719571,208.629.027.941.461,23.134.936.452.285.800,2008,,,,4G,,,,3,10
audifonos,Sennheiser,Audioportátil,5250106,46.407.160.554.888,2.188.125.556.681.440,2018,,,,5G,,,,3,10
laptop,Apple,Audio,1198620,24.816.221.951.942.800,5.009.280.725.259.030,2002,,,OLED,,8GB,1TB,,1,2
celular,Apple,Informática,5393807,40.105.917.536.712.000,49.727.001.628.731.500,2017,,,,Bluetooth,8GB,1TB,IP68,3,2
audifonos,Sony,Electrodomésticos,6939374,10.598.607.764.796.800,19.521.200.208.585.100,2005,,,,NFC,,,,1,1
parlante,Sony,Audioportátil,6267789,44.546.349.768.721.000,34.860.735.228.384.100,2017,,,,NFC,,,,1,8
lavadora,Bosch,Comunicaciones,3606236,27.688.365.464.347.300,13.513.613.214.386.300,2008,,,,,,,,3,8
lavadora,LG,Videojuegos,3074075,4.809.371.487.816.550,1.295.554.135.207.130,2016,,,,,,,,3,1
laptop,HP,Electrodomésticos,3865068,49.130.616.003.802.600,3.849.297.128.848.950,2011,,,LCD,NFC,,,,3,4
lavadora,Bosch,Informática,1109774,28.715.653.509.486.900,1.367.277.422.704.710,2011,,,,,,,,3,3
camara,Panasonic,Informática,3236894,29.404.728.358.534.300,3.025.245.272.079.500,2006,,,,,,,,1,5
camara,Sony,Videojuegos,1057667,2.632.055.635.276.730,9.013.883.586.411.380,2005,,,,,,,,2,1
monitor,Dell,Comunicaciones,6847518,20.161.066.098.966.000,13.506.913.353.167.400,2020,,1080p,OLED,,,,,2,2
mouse,Logitech,Electrodomésticos,2862720,44.588.490.103.473.800,4.511.909.290.554.580,2003,,,,,,,,1,4
cpu,Intel,Wearables,1384751,4.999.555.293.120.810,1.710.461.545.358.030,2012,,,,,,,,3,8
mouse,Logitech,Monitores,8792042,3.245.545.223.660.170,3.104.107.506.005.710,2005,,,,,,,,2,8
audifonos,Sony,Wearables,6235687,7.657.201.748.542.380,2.670.076.748.308.020,2019,,,,WiFi,,,,1,6
nevera,Whirlpool,Monitores,8539448,3.655.442.649.334.260,22.072.767.848.675.600,2006,,,,,,,,3,10
televisores,Sony,Fotografía,7427960,1.914.694.682.531.680,18.047.444.592.171.500,2003,,4K,,,,,,1,5
secadora,LG,Comunicaciones,1492648,4.678.222.165.353.070,12.763.509.219.614.800,2016,,,,,,,,3,10
celular,Samsung,Videojuegos,5328003,34.483.351.474.499.800,3.977.964.274.827.500,2002,9954.0,,,WiFi,32GB,512GB,,1,8
monitor,Samsung,Fotografía,3672466,27.639.916.076.724.800,5.785.769.003.124.840,2019,,4K,LCD,,,,,1,2
celular,Samsung,Monitores,5084082,7.639.868.641.285.140,2.078.981.272.472.600,2020,,,,,8GB,256GB,,1,6
parlante,LG,Audioportátil,1451722,6.547.709.857.476.540,4.420.062.365.890.830,2023,,,,,,,,2,8
lavadora,Whirlpool,Videojuegos,460075,15.152.135.098.535.800,13.646.489.150.639.600,2014,,,,,,,,3,6
celular,Samsung,Videojuegos,7869935,40.554.795.252.173.300,448.418.577.967.203,2004,2568.0,,,4G,32GB,1TB,None,1,1
